"Guid","CurrencyIsoCode","Name","SBQQDS__EnvelopeId__c","SBQQDS__ErrorMessage__c","SBQQDS__SenderURL__c","SBQQDS__SignedDate__c","SBQQDS__VoidedReason__c","SBQQ__AttachmentId__c","SBQQ__CustomerAmount__c","SBQQ__DocumentId__c","SBQQ__ElectronicSignature__c","SBQQ__Key__c","SBQQ__ListAmount__c","SBQQ__NetAmount__c","SBQQ__OutputFormat__c","SBQQ__PaperSize__c","SBQQ__QuoteTemplate__c","SBQQ__Quote__c","SBQQ__SignatureStatus__c","SBQQ__Template__c","SBQQ__Version__c"
352a86aa-6733-4029-a50e-82bc099bfced,USD,Q-09341-20190404-0152,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",193000.0,0153h000001A8lIAAS,false,a0l1I00000COgRmQAL_1,229236.5,193000.0,PDF,Default,3517d51e-2266-473d-aa4a-0e0e95c5513d,5797f6bc-d83e-49b7-a160-a49bd969f74d,"#N/A",Proposal,1.0
37b0b044-3e82-48c3-9f24-f53993f800b3,EUR,Q-10926-20190520-1644,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",949999.9999999999999999999999999999999997,0153h000001A8mzAAC,false,a0l1I00000CS0cLQAT_1,3011120.0,949999.9999999999999999999999999999999997,PDF,Default,3517d51e-2266-473d-aa4a-0e0e95c5513d,980f61b0-c9c1-44c3-8e6b-be24b3ae3508,"#N/A",Proposal,1.0
396e4c61-9880-4702-b81d-5f761f560b01,USD,Q-11219-20190528-0045,cdc448bb-8f26-47bc-9772-a4216a4c2bd1,"#N/A","#N/A","#N/A","#N/A","#N/A",199431.36,0153h000001A8kmAAC,true,a0l1I00000847qPQAQ_1,216871.0,199431.36,PDF,Default,3517d51e-2266-473d-aa4a-0e0e95c5513d,dd447958-5d65-45d7-86d9-58ea59f37a67,Completed,Proposal,1.0
39c8adb4-66e9-49a1-93c4-f8c2a6340c2e,USD,Q-10418-20190507-0329,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",86411.32,0153h000001A8mTAAS,false,a0l1I00000CQz90QAD_1,101993.99,86411.32,PDF,Default,3517d51e-2266-473d-aa4a-0e0e95c5513d,43bf4db6-d285-4d6e-a1e3-a17a751c079d,"#N/A",Proposal,1.0
3beb8736-33ce-49b5-bbdb-38c989744a1a,USD,Q-07772-20190301-0333,"#N/A",One or both of Username and Password are invalid. Contact your Salesforce Administrator for assistance.,"#N/A","#N/A","#N/A","#N/A",25847.5,0153h000001A8lVAAS,true,a0l1I00000A1gPeQAJ_1,45325.0,25847.5,PDF,Default,3517d51e-2266-473d-aa4a-0e0e95c5513d,02b6a75f-4592-46c7-b063-4b85593f605b,"#N/A",Proposal,1.0
4028b491-4ecb-4e55-8af6-63e8a5d2c6ed,EUR,Q-09760-20190416-0011,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",352025.18,0153h000001A8lOAAS,false,a0l1I00000CPYXrQAP_1,383717.18,352025.18,PDF,Default,3517d51e-2266-473d-aa4a-0e0e95c5513d,808cb464-1a36-453a-b579-08d122707e0e,"#N/A",Proposal,1.0
4151550b-fae5-47e3-ab66-123674f55c22,USD,Q-06815-20190129-0349,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",253110.4,0153h000001A8m7AAC,false,a0l1I000003eUqXQAU_1,278788.0,253110.4,PDF,Default,3517d51e-2266-473d-aa4a-0e0e95c5513d,5c7c0383-0906-4009-a0bc-7832948c408e,"#N/A",Proposal,1.0
42937194-d5fc-49ce-a61e-e3561eec0f08,USD,Q-10896-20190519-2326,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",140000.0,0153h000001A8mtAAC,false,a0l1I00000CRye2QAD_1,145080.0,140000.0,PDF,Default,3517d51e-2266-473d-aa4a-0e0e95c5513d,3f142268-78b3-4092-be40-0951f7eb31f5,"#N/A",Proposal,1.0
43b23b2d-3b08-40d9-a2a0-9c3137302efb,USD,Q-11535-20190606-1605,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2586.0,0153h000001A8mPAAS,false,a0l1I0000085CqwQAE_1,3540.0,2586.0,PDF,Default,3517d51e-2266-473d-aa4a-0e0e95c5513d,a44fa275-2af5-4ce2-a537-4cebfd3977b9,"#N/A",Proposal,1.0
4638b3e4-e1f1-4e42-81c8-31a80e22a3f1,USD,Q-07910-20190304-0928,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",93513.82,0153h000001A8lZAAS,false,a0l1I00000A1kjnQAB_1,112301.0,93513.82,PDF,Default,3517d51e-2266-473d-aa4a-0e0e95c5513d,63bbfae2-a372-4941-b261-b2e4ae4b51dc,"#N/A",Proposal,1.0
4ae9bf53-31ef-4913-b551-da78fa98342a,EUR,Q-09029-20190326-0509,"#N/A",One or both of Username and Password are invalid. Contact your Salesforce Administrator for assistance.,"#N/A","#N/A","#N/A","#N/A",250000.0,0153h000001A8m4AAC,true,a0l1I00000A3HjXQAV_2,306470.0,250000.0,PDF,Default,3517d51e-2266-473d-aa4a-0e0e95c5513d,5a4d4952-e8c9-4b0c-a929-5f5ef16e40c7,"#N/A",Proposal,2.0
4e4c0f64-0829-42c7-8849-974c5e9b4b8e,USD,Q-11489-20190604-1312,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",316868.0,0153h000001A8mKAAS,false,a0l1I0000084s7DQAQ_1,362762.0,316868.0,PDF,Default,3517d51e-2266-473d-aa4a-0e0e95c5513d,5a73aff1-049d-4993-82e1-924abaad76b3,"#N/A",Proposal,1.0
4ecc2169-0822-49bc-9abe-086d3f80109d,GBP,Q-10925-20190520-1534,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2870751.18,0153h000001A8myAAC,false,a0l1I00000CS0VZQA1_1,7744480.0,2870751.18,PDF,Default,3517d51e-2266-473d-aa4a-0e0e95c5513d,21745d1f-0779-4fd1-bc88-f004fb175fc5,"#N/A",Proposal,1.0
53b4d18d-a277-4814-a34e-0d3c075df3a4,USD,Q-11069-20190606-1007,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",217000.46,0153h000001A8mLAAS,false,a0l1I00000G6mK7QAJ_1,298100.0,217000.46,PDF,Default,3517d51e-2266-473d-aa4a-0e0e95c5513d,aa4d951c-97c4-4ca6-8d33-0de7d14d72de,"#N/A",Proposal,1.0
5508f220-5357-40e0-8b64-c8a2733edc72,USD,Q-10715-20190513-1523,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",330000.0,0153h000001A8miAAC,false,a0l1I00000CRVmPQAX_2,357080.0,330000.0,PDF,Default,3517d51e-2266-473d-aa4a-0e0e95c5513d,4690035a-947a-4ec7-8d1c-9c4fd36d35fb,"#N/A",Proposal,2.0
56e20143-8617-4f9f-a6c5-59f82695a8ef,USD,Q-08759-20190317-1024,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",97205.46,0153h000001A8lqAAC,false,a0l1I00000A2iH4QAJ_1,113201.0,97205.46,PDF,Default,3517d51e-2266-473d-aa4a-0e0e95c5513d,d3f8dd9d-a8e3-429e-936c-61ceefb2502e,"#N/A",Proposal,1.0
5a265dac-b4d4-4508-b803-3a8e0a28b995,USD,Q-08772-20190317-2005,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",74796.0,0153h000001A8ltAAC,false,a0l1I00000A2iIMQAZ_1,88397.0,74796.0,PDF,Default,3517d51e-2266-473d-aa4a-0e0e95c5513d,f46433b4-4f30-4790-a678-faf1fd5cf523,"#N/A",Proposal,1.0
5b23d87e-9a35-4926-9239-d9a19f7693b3,USD,Q-08986-20190322-1333,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",104585.46,0153h000001A8m2AAC,false,a0l1I00000A3BXnQAN_1,123401.0,104585.46,PDF,Default,3517d51e-2266-473d-aa4a-0e0e95c5513d,b707b981-441b-4178-9466-99e2f06bcea8,"#N/A",Proposal,1.0
5b5ed143-fd5b-4cdf-a510-73b49b877d27,USD,Q-10667-20190516-1000,"#N/A",No recipients were found in the request. Contact your Salesforce Administrator for assistance.,"#N/A","#N/A","#N/A","#N/A",828.0,0153h000001A8mqAAC,true,a0l1I00000CRNliQAH_1,-1080.0,828.0,PDF,Default,3517d51e-2266-473d-aa4a-0e0e95c5513d,5519f840-a6fd-4074-b9cd-e35eaf81247d,"#N/A",Proposal,1.0
5becf7a4-4e51-4047-95bd-f1e69e4b3e9a,USD,Q-11210-20190527-1759,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",159198.0,0153h000001A8mEAAS,false,a0l1I00000845GnQAI_2,285201.0,159198.0,PDF,Default,3517d51e-2266-473d-aa4a-0e0e95c5513d,f01ab6a3-4d8c-4457-985b-c55ff20d3edb,"#N/A",Proposal,2.0
5c91c391-d946-43aa-9089-4d921d6cee91,USD,Q-07825-20190301-1128,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",11581.04,0153h000001A8lYAAS,false,a0l1I00000A1iaeQAB_1,10716.2,11581.04,PDF,Default,3517d51e-2266-473d-aa4a-0e0e95c5513d,723b6924-a3df-4de6-a833-34bb28ea6f8b,"#N/A",Proposal,1.0
5ed5876f-1978-4c92-9c19-59aee6c6c7a1,USD,Q-08842-20190318-2030,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",83596.0,0153h000001A8luAAC,false,a0l1I00000A2nOmQAJ_1,88397.0,83596.0,PDF,Default,3517d51e-2266-473d-aa4a-0e0e95c5513d,3f928530-02fc-437a-b41e-6b7ac97b7336,"#N/A",Proposal,1.0
5f00d55b-2b28-447b-94b4-84f57d0dbb50,USD,Q-06677-20190118-1349,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",92299.06,0153h000001A8m5AAC,false,a0l1I000003e6nXQAQ_1,93605.0,92299.06,PDF,Default,3517d51e-2266-473d-aa4a-0e0e95c5513d,247ff5c7-6232-45d2-adef-040caf069781,"#N/A",Proposal,1.0
60c27713-7973-4234-a152-6abb5aee30d5,USD,Q-10741-20190515-0501,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",106759.56,0153h000001A8moAAC,false,a0l1I00000CRh5iQAD_1,123430.07,106759.56,PDF,Default,3517d51e-2266-473d-aa4a-0e0e95c5513d,d9b622dc-d391-4e9a-a41a-896157c88f8f,"#N/A",Proposal,1.0
60ce2f46-b7d6-4f9b-acae-ca8c1ff3baa9,USD,Q-08770-20190317-1950,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",97205.46,0153h000001A8lsAAC,false,a0l1I00000A2iICQAZ_1,113201.0,97205.46,PDF,Default,3517d51e-2266-473d-aa4a-0e0e95c5513d,978cf0d2-7dc3-440f-9ee9-fa364b3d6189,"#N/A",Proposal,1.0
621509df-54d7-46a8-a406-aac17868ecb6,EUR,Q-10089-20190424-1841,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",170000.0,0153h000001A8lPAAS,false,a0l1I00000CQCXkQAP_1,206530.0,170000.0,PDF,Default,3517d51e-2266-473d-aa4a-0e0e95c5513d,c3f49b03-034c-4010-988c-e6ebe6d61666,"#N/A",Proposal,1.0
6266dcee-2e14-40b2-b4c5-49e2ce572c29,USD,Q-10715-20190513-1541,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",330000.0,0153h000001A8mkAAC,false,a0l1I00000CRVmPQAX_4,357080.0,330000.0,PDF,Default,3517d51e-2266-473d-aa4a-0e0e95c5513d,4690035a-947a-4ec7-8d1c-9c4fd36d35fb,"#N/A",Proposal,4.0
66244408-d312-479b-82ff-f5cecd45c360,USD,Q-07772-20190301-0334,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",25847.5,0153h000001A8lWAAS,false,a0l1I00000A1gPeQAJ_2,45325.0,25847.5,PDF,Default,3517d51e-2266-473d-aa4a-0e0e95c5513d,02b6a75f-4592-46c7-b063-4b85593f605b,"#N/A",Proposal,2.0
6c05e323-07b1-4283-b60f-0cbd518b62ef,USD,Q-06796-20190125-1136,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",15576.0,0153h000001A8m6AAC,false,a0l1I000003eLOEQA2_1,15576.0,15576.0,PDF,Default,3517d51e-2266-473d-aa4a-0e0e95c5513d,e0c53c8e-621d-43cf-84fd-ca81b02c024e,"#N/A",Proposal,1.0
6f4b6f2f-c38a-49e1-b554-2c486e623247,USD,Q-09689-20190412-1245,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",50000.0,0153h000001A8lNAAS,false,a0l1I00000CPPEjQAP_1,80621.33,50000.0,PDF,Default,ab1a5058-a734-455c-aa74-1c4204c0d970,e244821e-98ce-4fe1-8340-d67fde2ff177,"#N/A",Quote,1.0
6f58672e-c6e8-4c49-ad42-e8f7ae931420,USD,Q-11389-20190530-1133,ee2d454f-a44c-4707-9e6c-6386785ba679,"#N/A","#N/A","#N/A","#N/A","#N/A",94095.52,0153h000001A8kqAAC,true,a0l1I0000084X9CQAU_1,118390.0,94095.52,PDF,Default,3517d51e-2266-473d-aa4a-0e0e95c5513d,8c6cae7b-16ed-4e69-a0f2-588705780117,Completed,Proposal,1.0
72285dab-992b-4220-991e-e64da4792a82,USD,Q-11157-20190523-1247,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",82357.81,0153h000001A8n4AAC,false,a0l1I00000G6vZxQAJ_1,109840.0,82357.81,PDF,Default,3517d51e-2266-473d-aa4a-0e0e95c5513d,1cd4f60b-4cf5-47c3-8851-a0163b8e6927,"#N/A",Proposal,1.0
73409442-37b9-47ad-bb08-b91cad2a2681,USD,Q-08539-20190311-1625,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",730936.37,0153h000001A8ljAAC,false,a0l1I00000A2GDfQAN_1,2735801.0,730936.37,PDF,Default,3517d51e-2266-473d-aa4a-0e0e95c5513d,cb0d0885-e744-42da-9a76-4c832441da4e,"#N/A",Proposal,1.0
78eba674-89bf-4c5a-b876-22dfa8c021a1,USD,Q-10904-20190520-1226,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",100000.0,0153h000001A8muAAC,false,a0l1I00000CRzCoQAL_1,137090.0,100000.0,PDF,Default,3517d51e-2266-473d-aa4a-0e0e95c5513d,4b481743-bc4a-4a8c-b4c7-82655c1ab068,"#N/A",Proposal,1.0
7c1e8e4c-ea3d-404d-a570-d392020e7783,USD,Q-10983-20190521-0520,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",626979.55,0153h000001A8n2AAC,false,a0l1I00000G6g8oQAB_1,1401005.0,626979.55,PDF,Default,3517d51e-2266-473d-aa4a-0e0e95c5513d,36bdefd7-df04-4aa9-9fd0-24078cb04525,"#N/A",Proposal,1.0
