"Guid","CurrencyIsoCode","SBQQ__IsRead__c","SBQQ__JobDetails__c","SBQQ__JobId__c","SBQQ__JobStatus__c","SBQQ__RecordId__c","SBQQ__RedirectUrl__c","SBQQ__Stacktrace__c"
745a27e3-58c1-4a41-8041-0b5e9d1b1f05,USD,false,"#N/A",7073h00000bxpTI,"#N/A",a0l1I00000CRckVQAT::QuoteCalculator,"#N/A","#N/A"
745d6b88-5fd5-46ce-9fe6-6669e3b68f8e,USD,false,"#N/A",7073h00001KHS5c,"#N/A",a0l3h000000vragAAA::QuoteCalculator,"#N/A","#N/A"
74608159-fc40-4266-aaa4-33933546764c,USD,false,"#N/A",7073h00000bxnOP,"#N/A",a0l1I000005V9z7QAC::QuoteDocumentService,"#N/A","#N/A"
7464c1b0-0c5d-48cf-b108-fc36390a9dbb,USD,false,"#N/A",7073h00000bxpWo,Completed,a0l1I00000CRyLfQAL::QuoteCalculator,"#N/A","#N/A"
74671bf1-50d7-467d-a4ec-5aedd6609d54,USD,false,"#N/A",7073h00000bxpXE,"#N/A",8011I000003CTOcQAO::OrderCalculator,"#N/A","#N/A"
74725a35-38ab-4dc1-92ae-1c0b98ed66b2,USD,false,"#N/A",7073h00000bxoe7,"#N/A",a0l1I00000A2BfUQAV::QuoteCalculator,"#N/A","#N/A"
747c5f56-7743-4616-9bda-d04d0b3e5acc,USD,false,"#N/A",7073h00000bxntj,"#N/A",a0l1I000005VET7QAO::QuoteCalculator,"#N/A","#N/A"
7480215d-c857-437f-b2b5-d8a11f24f5d1,USD,false,"#N/A",7073h00001KHS52,"#N/A",a0l3h000000vrWPAAY::QuoteCalculator,"#N/A","#N/A"
74833aa8-fabd-414c-8b95-bdd2a7f780a8,USD,false,"#N/A",7073h00000bxo8h,"#N/A",a0l1I000003eYHuQAM::QuoteCalculator,"#N/A","#N/A"
7486fd4f-1f02-411d-aaf6-7300ab2eb765,USD,false,"#N/A",7073h00000bxpDg,"#N/A",a0l1I00000CQ8qjQAD::QuoteCalculator,"#N/A","#N/A"
74916e96-dd62-4a91-ad49-3ff63d8353bd,USD,false,"#N/A",7073h00000bxo9g,Completed,a0l1I0000098gMZQAY::QuoteCalculator,"#N/A","#N/A"
74965c3f-db0a-4996-8c66-b5f3aa059ae4,USD,false,"#N/A",7073h00000bxnvk,"#N/A",a0l1I000005VLbdQAG::QuoteCalculator,"#N/A","#N/A"
7498fa64-389d-4568-b12c-61236d0e6e29,USD,false,"#N/A",7073h00000bxoUF,"#N/A",8011I000002boHxQAI::OrderCalculator,"#N/A","#N/A"
74a067df-0ead-4c41-897c-e7b837f053e9,USD,false,"#N/A",7073h00000bxog3,"#N/A",8011I000002chbsQAA::OrderCalculator,"#N/A","#N/A"
74a18b6e-c9dd-496c-907d-90fe40907aa4,USD,false,"#N/A",7073h00000bxoTM,Completed,a0l1I00000A1krJQAR::QuoteCalculator,"#N/A","#N/A"
74afb544-cd66-41c1-9707-4ac481735625,USD,false,"#N/A",7073h00001KHSJC,"#N/A",a0l3h000000vrcdAAA::QuoteCalculator,"#N/A","#N/A"
74b74e63-1e51-4468-a34c-70020ab28026,USD,false,"#N/A",7073h00000bxp8q,"#N/A",8011I000002vqmmQAA::OrderCalculator,"#N/A","#N/A"
74b83507-8284-4dbc-885d-9df25ad0c853,USD,false,"#N/A",7073h00000bxoxb,Completed,a0l1I00000COlyNQAT::QuoteCalculator,"#N/A","#N/A"
74bc3116-d728-417d-b1c0-62fc616b7b55,USD,false,"#N/A",7073h00000bxon3,"#N/A",8011I000002dS2sQAE::OrderCalculator,"#N/A","#N/A"
74cb1423-b856-4196-ae67-bdff819f4f98,USD,false,"#N/A",7073h00000bxoOJ,"#N/A",8011I000002bcm8QAA::OrderCalculator,"#N/A","#N/A"
74d1547e-1dbe-4115-9407-75ed7e337d85,USD,false,"#N/A",7073h00000bxo5k,"#N/A",8011I0000024CUeQAM::OrderCalculator,"#N/A","#N/A"
74d884a7-ed88-4dc0-9400-8cc960166e99,USD,false,"#N/A",7073h00000bxpWc,Completed,a0l1I00000CRvVEQA1::QuoteCalculator,"#N/A","#N/A"
74e029cd-0a32-4870-9680-4f925e418e70,USD,false,"#N/A",7073h00001KHSAb,"#N/A",a0l3h000000vrZWAAY::QuoteCalculator,"#N/A","#N/A"
